# Atomic data from Jitrik & Bunge (2004)
# Damping constants calculated by J.-K. Krogager
# Generated:  2021-07-21 22:19:15.558941
# --------------------------------------------------------------------
# line-ID        ion         wl_cen     f_ij        gamma      mass
#                            Angstrom               s^-1       m_u
# --------------------------------------------------------------------
COJ0_1419.04     COJ0       1419.0449  2.45e-02  1.060e+08  28.000
COJ1_1419.12     COJ1       1419.1220  1.22e-02  1.060e+08  28.000
COJ1_1419.00     COJ1       1419.0017  1.23e-02  1.060e+08  28.000
COJ2_1419.27     COJ2       1419.2772  2.45e-03  1.060e+08  28.000
COJ2_1419.15     COJ2       1419.1556  1.23e-02  1.060e+08  28.000
COJ2_1418.97     COJ2       1418.9753  9.89e-03  1.060e+08  28.000
COJ3_1419.38     COJ3       1419.3889  3.51e-03  1.060e+08  28.000
COJ3_1419.20     COJ3       1419.2062  1.24e-02  1.060e+08  28.000
COJ3_1418.96     COJ3       1418.9658  8.88e-03  1.060e+08  28.000
COJ4_1419.51     COJ4       1419.5174  4.12e-03  1.060e+08  28.000
COJ4_1419.27     COJ4       1419.2737  1.24e-02  1.060e+08  28.000
COJ4_1418.97     COJ4       1418.9729  8.45e-03  1.060e+08  28.000
COJ0_1392.52     COJ0       1392.5255  1.58e-02  1.090e+08  28.000
COJ1_1392.60     COJ1       1392.6002  7.91e-03  1.090e+08  28.000
COJ1_1392.48     COJ1       1392.4852  7.91e-03  1.090e+08  28.000
COJ2_1392.74     COJ2       1392.7495  1.58e-03  1.090e+08  28.000
COJ2_1392.63     COJ2       1392.6339  7.91e-03  1.090e+08  28.000
COJ2_1392.46     COJ2       1392.4613  6.33e-03  1.090e+08  28.000
COJ3_1392.85     COJ3       1392.8578  2.26e-03  1.090e+08  28.000
COJ3_1392.68     COJ3       1392.6847  7.91e-03  1.090e+08  28.000
COJ3_1392.45     COJ3       1392.4543  5.65e-03  1.090e+08  28.000
COJ4_1392.98     COJ4       1392.9829  2.64e-03  1.090e+08  28.000
COJ4_1392.75     COJ4       1392.7520  7.91e-03  1.090e+08  28.000
COJ4_1392.46     COJ4       1392.4636  5.28e-03  1.090e+08  28.000
COJ0_1367.62     COJ0       1367.6239  9.50e-03  1.100e+08  28.000
COJ1_1367.69     COJ1       1367.6959  4.75e-03  1.100e+08  28.000
COJ1_1367.58     COJ1       1367.5865  4.75e-03  1.100e+08  28.000
COJ2_1367.83     COJ2       1367.8394  9.50e-04  1.100e+08  28.000
COJ2_1367.73     COJ2       1367.7303  4.75e-03  1.100e+08  28.000
COJ2_1367.56     COJ2       1367.5668  3.79e-03  1.100e+08  28.000
COJ3_1367.94     COJ3       1367.9462  1.36e-03  1.100e+08  28.000
COJ3_1367.78     COJ3       1367.7825  4.74e-03  1.100e+08  28.000
COJ3_1367.56     COJ3       1367.5649  3.37e-03  1.100e+08  28.000
COJ4_1368.07     COJ4       1368.0705  1.58e-03  1.100e+08  28.000
COJ4_1367.85     COJ4       1367.8526  4.72e-03  1.100e+08  28.000
COJ4_1367.58     COJ4       1367.5807  3.12e-03  1.100e+08  28.000
COJ5_1368.21     COJ5       1368.2122  1.72e-03  1.100e+08  28.000
COJ5_1367.94     COJ5       1367.9404  4.68e-03  1.100e+08  28.000
COJ5_1367.61     COJ5       1367.6154  2.90e-03  1.100e+08  28.000
COJ0_1344.18     COJ0       1344.1859  5.35e-03  1.120e+08  28.000
COJ1_1344.25     COJ1       1344.2555  2.68e-03  1.120e+08  28.000
COJ1_1344.15     COJ1       1344.1514  2.68e-03  1.120e+08  28.000
COJ2_1344.39     COJ2       1344.3941  5.35e-04  1.120e+08  28.000
COJ2_1344.29     COJ2       1344.2906  2.68e-03  1.120e+08  28.000
COJ2_1344.13     COJ2       1344.1343  2.14e-03  1.120e+08  28.000
COJ3_1344.49     COJ3       1344.4988  7.65e-04  1.120e+08  28.000
COJ3_1344.34     COJ3       1344.3428  2.68e-03  1.120e+08  28.000
COJ3_1344.13     COJ3       1344.1348  1.91e-03  1.120e+08  28.000
COJ4_1344.62     COJ4       1344.6210  8.92e-04  1.120e+08  28.000
COJ4_1344.41     COJ4       1344.4127  2.68e-03  1.120e+08  28.000
COJ4_1344.15     COJ4       1344.1523  1.78e-03  1.120e+08  28.000
COJ5_1344.76     COJ5       1344.7600  9.73e-04  1.120e+08  28.000
COJ5_1344.49     COJ5       1344.4998  2.68e-03  1.120e+08  28.000
COJ5_1344.18     COJ5       1344.1876  1.70e-03  1.120e+08  28.000
COJ0_1322.15     COJ0       1322.1506  2.64e-03  1.120e+08  28.000
COJ1_1322.21     COJ1       1322.2175  1.32e-03  1.120e+08  28.000
COJ1_1322.11     COJ1       1322.1191  1.32e-03  1.120e+08  28.000
COJ2_1322.35     COJ2       1322.3525  2.64e-04  1.120e+08  28.000
COJ2_1322.25     COJ2       1322.2535  1.32e-03  1.120e+08  28.000
COJ2_1322.10     COJ2       1322.1053  1.05e-03  1.120e+08  28.000
COJ3_1322.45     COJ3       1322.4553  3.77e-04  1.120e+08  28.000
COJ3_1322.30     COJ3       1322.3067  1.32e-03  1.120e+08  28.000
COJ3_1322.10     COJ3       1322.1090  9.41e-04  1.120e+08  28.000
COJ4_1322.57     COJ4       1322.5758  4.39e-04  1.120e+08  28.000
COJ4_1322.37     COJ4       1322.3782  1.32e-03  1.120e+08  28.000
COJ4_1322.13     COJ4       1322.1312  8.79e-04  1.120e+08  28.000
COJ5_1322.71     COJ5       1322.7142  4.79e-04  1.120e+08  28.000
COJ5_1322.46     COJ5       1322.4672  1.32e-03  1.120e+08  28.000
COJ5_1322.17     COJ5       1322.1707  8.39e-04  1.120e+08  28.000
COJ0_1301.40     COJ0       1301.4030  9.50e-04  1.120e+08  28.000
COJ1_1301.46     COJ1       1301.4680  4.75e-04  1.120e+08  28.000
COJ1_1301.37     COJ1       1301.3740  4.75e-04  1.120e+08  28.000
COJ2_1301.59     COJ2       1301.5980  9.50e-05  1.120e+08  28.000
COJ2_1301.50     COJ2       1301.5050  4.75e-04  1.120e+08  28.000
COJ2_1301.36     COJ2       1301.3640  3.80e-04  1.120e+08  28.000
COJ3_1301.70     COJ3       1301.7000  1.36e-04  1.120e+08  28.000
COJ3_1301.55     COJ3       1301.5590  4.75e-04  1.120e+08  28.000
COJ3_1301.37     COJ3       1301.3700  3.39e-04  1.120e+08  28.000
COJ4_1301.82     COJ4       1301.8200  1.58e-04  1.120e+08  28.000
COJ4_1301.63     COJ4       1301.6310  4.75e-04  1.120e+08  28.000
COJ4_1301.39     COJ4       1301.3960  3.17e-04  1.120e+08  28.000
COJ5_1301.95     COJ5       1301.9570  1.73e-04  1.120e+08  28.000
COJ5_1301.72     COJ5       1301.7220  4.75e-04  1.120e+08  28.000
COJ5_1301.43     COJ5       1301.4380  3.02e-04  1.120e+08  28.000
COJ0_1281.86     COJ0       1281.8660  4.10e-04  1.120e+08  28.000
COJ1_1281.92     COJ1       1281.9290  2.05e-04  1.120e+08  28.000
COJ1_1281.83     COJ1       1281.8380  2.05e-04  1.120e+08  28.000
COJ2_1282.05     COJ2       1282.0550  4.09e-05  1.120e+08  28.000
COJ2_1281.96     COJ2       1281.9640  2.05e-04  1.120e+08  28.000
COJ2_1281.83     COJ2       1281.8310  1.64e-04  1.120e+08  28.000
COJ3_1282.15     COJ3       1282.1540  5.85e-05  1.120e+08  28.000
COJ3_1282.02     COJ3       1282.0200  2.05e-04  1.120e+08  28.000
COJ3_1281.84     COJ3       1281.8400  1.46e-04  1.120e+08  28.000
COJ4_1282.27     COJ4       1282.2730  6.82e-05  1.120e+08  28.000
COJ4_1282.09     COJ4       1282.0930  2.05e-04  1.120e+08  28.000
COJ4_1281.84     COJ4       1281.8400  1.36e-04  1.120e+08  28.000
COJ5_1282.40     COJ5       1282.4090  7.44e-05  1.120e+08  28.000
COJ5_1282.18     COJ5       1282.1840  2.05e-04  1.120e+08  28.000
COJ5_1281.91     COJ5       1281.9140  1.30e-04  1.120e+08  28.000
COJ0_1263.43     COJ0       1263.4330  1.80e-04  1.120e+08  28.000
COJ1_1263.49     COJ1       1263.4940  9.00e-05  1.120e+08  28.000
COJ1_1263.40     COJ1       1263.4090  9.00e-05  1.120e+08  28.000
COJ2_1263.61     COJ2       1263.6170  1.80e-05  1.120e+08  28.000
COJ2_1263.53     COJ2       1263.5320  9.00e-05  1.120e+08  28.000
COJ2_1263.40     COJ2       1263.4030  7.20e-05  1.120e+08  28.000
COJ3_1263.71     COJ3       1263.7160  2.57e-05  1.120e+08  28.000
COJ3_1263.58     COJ3       1263.5870  9.00e-05  1.120e+08  28.000
COJ3_1263.41     COJ3       1263.4160  6.43e-05  1.120e+08  28.000
COJ4_1263.83     COJ4       1263.8330  3.00e-05  1.120e+08  28.000
COJ4_1263.66     COJ4       1263.6610  9.00e-05  1.120e+08  28.000
COJ4_1263.44     COJ4       1263.4470  6.00e-05  1.120e+08  28.000
COJ5_1263.96     COJ5       1263.9680  3.27e-05  1.120e+08  28.000
COJ5_1263.75     COJ5       1263.7540  9.00e-05  1.120e+08  28.000
COJ5_1263.49     COJ5       1263.4980  5.73e-05  1.120e+08  28.000
COJ0_1087.86     COJ0       1087.8680  1.18e-01  1.000e+09  28.000
COJ1_1087.95     COJ1       1087.9590  3.92e-02  1.000e+09  28.000
COJ1_1087.82     COJ1       1087.8210  7.85e-02  1.000e+09  28.000
COJ2_1088.00     COJ2       1088.0040  4.71e-02  1.000e+09  28.000
COJ2_1087.77     COJ2       1087.7740  7.06e-02  1.000e+09  28.000
COJ3_1088.04     COJ3       1088.0490  5.04e-02  1.000e+09  28.000
COJ3_1087.72     COJ3       1087.7270  6.73e-02  1.000e+09  28.000
COJ4_1088.09     COJ4       1088.0930  5.23e-02  1.000e+09  28.000
COJ4_1087.67     COJ4       1087.6790  6.54e-02  1.000e+09  28.000
COJ0_1510.34     COJ0       1510.3413  5.70e-03  1.800e+07  28.000
COJ1_1510.42     COJ1       1510.4289  2.85e-03  1.600e+07  28.000
COJ1_1510.30     COJ1       1510.3059  2.64e-03  1.600e+07  28.000
COJ2_1510.60     COJ2       1510.6045  5.70e-04  1.400e+07  28.000
COJ2_1510.48     COJ2       1510.4814  2.64e-03  1.400e+07  28.000
COJ2_1510.29     COJ2       1510.2976  1.88e-03  1.400e+07  28.000
COJ3_1510.74     COJ3       1510.7445  7.53e-04  1.300e+07  28.000
COJ3_1510.56     COJ3       1510.5607  2.35e-03  1.300e+07  28.000
COJ3_1510.31     COJ3       1510.3169  1.45e-03  1.300e+07  28.000
COJ4_1510.91     COJ4       1510.9117  7.84e-04  1.000e+07  28.000
COJ4_1510.66     COJ4       1510.6678  2.02e-03  1.000e+07  28.000
COJ4_1510.36     COJ4       1510.3648  1.13e-03  1.000e+07  28.000
COJ0_1543.17     COJ0       1543.1710  2.41e-04  1.000e+09  28.000
COJ1_1543.20     COJ1       1543.2030  1.40e-04  1.000e+09  28.000
COJ2_1543.26     COJ2       1543.2650  1.34e-04  1.000e+09  28.000
COJ3_1543.35     COJ3       1543.3580  1.50e-04  1.000e+09  28.000
COJ4_1543.48     COJ4       1543.4820  1.87e-04  1.000e+09  28.000
COJ2_1543.44     COJ2       1543.4450  2.41e-05  1.000e+09  28.000
COJ3_1543.66     COJ3       1543.6610  3.99e-05  1.000e+09  28.000
COJ4_1543.90     COJ4       1543.9070  5.57e-05  1.000e+09  28.000
COJ0_1543.00     COJ0       1543.0030  1.99e-04  1.000e+09  28.000
COJ1_1542.91     COJ1       1542.9130  9.53e-05  1.000e+09  28.000
COJ2_1542.85     COJ2       1542.8560  7.51e-05  1.000e+09  28.000
COJ3_1542.83     COJ3       1542.8310  6.76e-05  1.000e+09  28.000
COJ4_1542.83     COJ4       1542.8370  6.49e-05  1.000e+09  28.000
COJ2_1543.27     COJ2       1543.2780  1.99e-05  1.000e+09  28.000
COJ3_1543.37     COJ3       1543.3710  2.72e-05  1.000e+09  28.000
COJ4_1543.49     COJ4       1543.4970  3.13e-05  1.000e+09  28.000
COJ1_1543.17     COJ1       1543.1770  2.18e-04  1.000e+09  28.000
COJ2_1543.23     COJ2       1543.2390  2.28e-04  1.000e+09  28.000
COJ3_1543.33     COJ3       1543.3330  2.44e-04  1.000e+09  28.000
COJ4_1543.45     COJ4       1543.4580  2.68e-04  1.000e+09  28.000
H2J7_1151.64     H2J7       1151.6384  7.30e-04  1.868e+09  2.016
H2J7_1134.90     H2J7       1134.8965  2.57e-03  1.741e+09  2.016
H2J6_1131.75     H2J6       1131.7536  7.48e-04  1.868e+09  2.016
H2J6_1125.73     H2J6       1125.7267  6.56e-04  1.868e+09  2.016
H2J5_1125.54     H2J5       1125.5407  7.58e-04  1.868e+09  2.016
H2J5_1120.40     H2J5       1120.4006  7.16e-04  1.868e+09  2.016
H2J4_1120.25     H2J4       1120.2488  7.56e-04  1.868e+09  2.016
H2J7_1119.03     H2J7       1119.0297  5.18e-03  1.632e+09  2.016
H2J4_1116.01     H2J4       1116.0146  7.78e-04  1.868e+09  2.016
H2J3_1115.90     H2J3       1115.8955  7.38e-04  1.868e+09  2.016
H2J6_1115.46     H2J6       1115.4564  2.60e-03  1.741e+09  2.016
H2J3_1112.58     H2J3       1112.5839  8.47e-04  1.868e+09  2.016
H2J2_1112.50     H2J2       1112.4960  6.91e-04  1.868e+09  2.016
H2J2_1110.12     H2J2       1110.1206  9.32e-04  1.868e+09  2.016
H2J1_1110.06     H2J1       1110.0626  5.74e-04  1.868e+09  2.016
H2J6_1109.86     H2J6       1109.8617  2.51e-03  1.741e+09  2.016
H2J5_1109.31     H2J5       1109.3132  2.62e-03  1.741e+09  2.016
H2J1_1108.63     H2J1       1108.6332  1.08e-03  1.868e+09  2.016
H2J0_1108.13     H2J0       1108.1273  1.66e-03  1.868e+09  2.016
H2J5_1104.55     H2J5       1104.5487  2.68e-03  1.741e+09  2.016
H2J4_1104.08     H2J4       1104.0839  2.60e-03  1.741e+09  2.016
H2J7_1103.98     H2J7       1103.9823  7.84e-03  1.536e+09  2.016
H2J4_1100.16     H2J4       1100.1645  2.85e-03  1.741e+09  2.016
H2J6_1100.02     H2J6       1100.0200  5.21e-03  1.632e+09  2.016
H2J3_1099.79     H2J3       1099.7872  2.53e-03  1.741e+09  2.016
H2J3_1096.73     H2J3       1096.7253  3.06e-03  1.741e+09  2.016
H2J2_1096.44     H2J2       1096.4389  2.37e-03  1.741e+09  2.016
H2J6_1094.80     H2J6       1094.7992  5.46e-03  1.632e+09  2.016
H2J2_1094.24     H2J2       1094.2446  3.31e-03  1.741e+09  2.016
H2J1_1094.05     H2J1       1094.0519  1.97e-03  1.741e+09  2.016
H2J5_1093.95     H2J5       1093.9550  5.21e-03  1.632e+09  2.016
H2J1_1092.73     H2J1       1092.7324  3.78e-03  1.741e+09  2.016
H2J0_1092.20     H2J0       1092.1952  5.78e-03  1.741e+09  2.016
H2J7_1089.71     H2J7       1089.7065  9.94e-03  1.450e+09  2.016
H2J5_1089.51     H2J5       1089.5132  5.74e-03  1.632e+09  2.016
H2J4_1088.80     H2J4       1088.7954  5.15e-03  1.632e+09  2.016
H2J6_1085.38     H2J6       1085.3844  7.86e-03  1.536e+09  2.016
H2J4_1085.15     H2J4       1085.1455  6.03e-03  1.632e+09  2.016
H2J3_1084.56     H2J3       1084.5603  5.01e-03  1.632e+09  2.016
H2J3_1081.71     H2J3       1081.7112  6.36e-03  1.632e+09  2.016
H2J2_1081.27     H2J2       1081.2660  4.70e-03  1.632e+09  2.016
H2J6_1080.49     H2J6       1080.4948  8.95e-03  1.536e+09  2.016
H2J5_1079.40     H2J5       1079.4004  7.83e-03  1.536e+09  2.016
H2J2_1079.23     H2J2       1079.2254  6.82e-03  1.632e+09  2.016
H2J1_1078.93     H2J1       1078.9255  3.92e-03  1.632e+09  2.016
H2J1_1077.70     H2J1       1077.6989  7.69e-03  1.632e+09  2.016
H2J0_1077.14     H2J0       1077.1387  1.17e-02  1.632e+09  2.016
H2J7_1076.16     H2J7       1076.1556  1.11e-02  1.370e+09  2.016
H2J5_1075.24     H2J5       1075.2441  9.28e-03  1.536e+09  2.016
H2J4_1074.31     H2J4       1074.3130  7.74e-03  1.536e+09  2.016
H2J6_1071.50     H2J6       1071.4988  9.94e-03  1.450e+09  2.016
H2J4_1070.90     H2J4       1070.9005  9.63e-03  1.536e+09  2.016
H2J3_1070.14     H2J3       1070.1409  7.54e-03  1.536e+09  2.016
H2J3_1067.48     H2J3       1067.4786  1.00e-02  1.536e+09  2.016
H2J6_1066.91     H2J6       1066.9071  1.23e-02  1.450e+09  2.016
H2J2_1066.90     H2J2       1066.9007  7.09e-03  1.536e+09  2.016
H2J5_1065.60     H2J5       1065.5966  9.90e-03  1.450e+09  2.016
H2J2_1064.99     H2J2       1064.9948  1.06e-02  1.536e+09  2.016
H2J1_1064.61     H2J1       1064.6054  5.94e-03  1.536e+09  2.016
H2J1_1063.46     H2J1       1063.4601  1.19e-02  1.536e+09  2.016
H2J7_1063.29     H2J7       1063.2888  1.13e-02  1.300e+09  2.016
H2J0_1062.88     H2J0       1062.8821  1.79e-02  1.536e+09  2.016
H2J5_1061.70     H2J5       1061.6972  1.26e-02  1.450e+09  2.016
H2J4_1060.58     H2J4       1060.5810  9.79e-03  1.450e+09  2.016
H2J6_1058.32     H2J6       1058.3184  1.11e-02  1.370e+09  2.016
H2J4_1057.38     H2J4       1057.3807  1.29e-02  1.450e+09  2.016
H2J3_1056.47     H2J3       1056.4714  9.56e-03  1.450e+09  2.016
H2J6_1054.00     H2J6       1053.9987  1.50e-02  1.370e+09  2.016
H2J3_1053.98     H2J3       1053.9761  1.34e-02  1.450e+09  2.016
H2J2_1053.28     H2J2       1053.2843  9.02e-03  1.450e+09  2.016
H2J5_1052.50     H2J5       1052.4970  1.11e-02  1.370e+09  2.016
H2J2_1051.50     H2J2       1051.4986  1.40e-02  1.450e+09  2.016
H2J7_1051.07     H2J7       1051.0715  1.05e-02  1.200e+09  2.016
H2J1_1051.03     H2J1       1051.0325  7.60e-03  1.450e+09  2.016
H2J1_1049.96     H2J1       1049.9598  1.55e-02  1.450e+09  2.016
H2J0_1049.37     H2J0       1049.3674  2.32e-02  1.450e+09  2.016
H2J5_1048.83     H2J5       1048.8299  1.52e-02  1.370e+09  2.016
H2J4_1047.55     H2J4       1047.5519  1.10e-02  1.370e+09  2.016
H2J6_1045.80     H2J6       1045.8043  1.13e-02  1.300e+09  2.016
H2J4_1044.54     H2J4       1044.5433  1.55e-02  1.370e+09  2.016
H2J3_1043.50     H2J3       1043.5032  1.08e-02  1.370e+09  2.016
H2J6_1041.73     H2J6       1041.7328  1.68e-02  1.300e+09  2.016
H2J3_1041.16     H2J3       1041.1589  1.58e-02  1.370e+09  2.016
H2J2_1040.37     H2J2       1040.3673  1.02e-02  1.370e+09  2.016
H2J5_1040.06     H2J5       1040.0587  1.13e-02  1.300e+09  2.016
H2J7_1039.77     H2J7       1039.7737  6.34e-04  1.180e+09  2.016
H2J7_1039.21     H2J7       1039.2104  2.33e-02  1.140e+09  2.016
H2J2_1038.69     H2J2       1038.6903  1.65e-02  1.370e+09  2.016
H2J1_1038.16     H2J1       1038.1571  8.66e-03  1.370e+09  2.016
H2J1_1037.15     H2J1       1037.1499  1.81e-02  1.370e+09  2.016
H2J5_1036.60     H2J5       1036.6046  1.70e-02  1.300e+09  2.016
H2J0_1036.55     H2J0       1036.5458  2.68e-02  1.370e+09  2.016
H2J7_1035.43     H2J7       1035.4267  2.39e-02  1.180e+09  2.016
H2J4_1035.18     H2J4       1035.1825  1.13e-02  1.300e+09  2.016
H2J6_1033.92     H2J6       1033.9178  1.05e-02  1.200e+09  2.016
H2J4_1032.35     H2J4       1032.3510  1.71e-02  1.300e+09  2.016
H2J3_1031.19     H2J3       1031.1926  1.11e-02  1.300e+09  2.016
H2J6_1030.07     H2J6       1030.0736  1.79e-02  1.200e+09  2.016
H2J3_1028.99     H2J3       1028.9856  1.74e-02  1.300e+09  2.016
H2J7_1028.41     H2J7       1028.4114  8.76e-03  1.070e+09  2.016
H2J5_1028.25     H2J5       1028.2475  1.05e-02  1.200e+09  2.016
H2J2_1028.11     H2J2       1028.1061  1.06e-02  1.300e+09  2.016
H2J2_1026.53     H2J2       1026.5281  1.80e-02  1.300e+09  2.016
H2J1_1025.94     H2J1       1025.9352  9.09e-03  1.300e+09  2.016
H2J5_1024.99     H2J5       1024.9894  1.80e-02  1.200e+09  2.016
H2J1_1024.99     H2J1       1024.9879  1.96e-02  1.300e+09  2.016
H2J6_1024.73     H2J6       1024.7340  1.20e-02  1.180e+09  2.016
H2J0_1024.37     H2J0       1024.3740  2.87e-02  1.300e+09  2.016
H2J4_1023.44     H2J4       1023.4368  1.05e-02  1.200e+09  2.016
H2J6_1022.59     H2J6       1022.5859  1.26e-02  1.140e+09  2.016
H2J6_1021.21     H2J6       1021.2095  2.39e-02  1.180e+09  2.016
H2J5_1020.80     H2J5       1020.7992  1.27e-02  1.180e+09  2.016
H2J4_1020.77     H2J4       1020.7667  1.81e-02  1.200e+09  2.016
H2J3_1019.50     H2J3       1019.5022  1.05e-02  1.200e+09  2.016
H2J6_1019.02     H2J6       1019.0189  2.05e-02  1.140e+09  2.016
H2J7_1017.98     H2J7       1017.9765  3.74e-03  1.030e+09  2.016
H2J5_1017.83     H2J5       1017.8320  2.39e-02  1.180e+09  2.016
H2J3_1017.42     H2J3       1017.4231  1.84e-02  1.200e+09  2.016
H2J4_1017.39     H2J4       1017.3855  1.23e-02  1.180e+09  2.016
H2J5_1017.00     H2J5       1017.0043  1.12e-02  1.140e+09  2.016
H2J6_1016.74     H2J6       1016.7433  5.70e-03  1.180e+09  2.016
H2J2_1016.46     H2J2       1016.4612  1.02e-02  1.200e+09  2.016
H2J7_1015.75     H2J7       1015.7497  2.71e-02  1.159e+09  2.016
H2J4_1014.98     H2J4       1014.9801  2.39e-02  1.180e+09  2.016
H2J2_1014.98     H2J2       1014.9768  1.89e-02  1.200e+09  2.016
H2J3_1014.50     H2J3       1014.5042  1.11e-02  1.180e+09  2.016
H2J1_1014.33     H2J1       1014.3272  8.98e-03  1.200e+09  2.016
H2J5_1014.24     H2J5       1014.2425  2.29e-02  1.180e+09  2.016
H2J5_1013.71     H2J5       1013.7065  1.16e-03  1.140e+09  2.016
H2J1_1013.44     H2J1       1013.4370  2.05e-02  1.200e+09  2.016
H2J0_1012.81     H2J0       1012.8130  2.97e-02  1.200e+09  2.016
H2J3_1012.68     H2J3       1012.6796  2.38e-02  1.180e+09  2.016
H2J4_1012.26     H2J4       1012.2624  1.08e-02  1.140e+09  2.016
H2J2_1012.17     H2J2       1012.1694  8.78e-03  1.180e+09  2.016
H2J7_1012.13     H2J7       1012.1346  3.67e-02  1.159e+09  2.016
H2J6_1011.87     H2J6       1011.8712  8.65e-03  1.070e+09  2.016
H2J4_1011.81     H2J4       1011.8139  1.19e-02  1.180e+09  2.016
H2J2_1010.94     H2J2       1010.9384  2.38e-02  1.180e+09  2.016
H2J3_1010.13     H2J3       1010.1303  1.12e-02  1.180e+09  2.016
H2J1_1009.77     H2J1       1009.7709  2.38e-02  1.180e+09  2.016
H2J4_1009.72     H2J4       1009.7196  1.41e-02  1.140e+09  2.016
H2J2_1009.02     H2J2       1009.0249  1.17e-02  1.180e+09  2.016
H2J0_1008.55     H2J0       1008.5519  1.53e-02  1.180e+09  2.016
H2J1_1008.50     H2J1       1008.4982  1.29e-02  1.180e+09  2.016
H2J6_1008.43     H2J6       1008.4289  1.64e-02  1.070e+09  2.016
H2J3_1008.39     H2J3       1008.3862  1.04e-02  1.140e+09  2.016
H2J3_1006.41     H2J3       1006.4142  1.57e-02  1.140e+09  2.016
H2J5_1006.34     H2J5       1006.3432  8.63e-03  1.070e+09  2.016
H2J2_1005.39     H2J2       1005.3932  9.91e-03  1.140e+09  2.016
H2J2_1003.99     H2J2       1003.9855  1.66e-02  1.140e+09  2.016
H2J5_1003.43     H2J5       1003.4284  1.65e-02  1.070e+09  2.016
H2J1_1003.30     H2J1       1003.2966  8.47e-03  1.140e+09  2.016
H2J1_1002.45     H2J1       1002.4521  1.82e-02  1.140e+09  2.016
H2J6_1001.91     H2J6       1001.9117  2.63e-04  1.030e+09  2.016
H2J0_1001.82     H2J0       1001.8239  2.68e-02  1.140e+09  2.016
H2J4_1001.66     H2J4       1001.6557  8.69e-03  1.070e+09  2.016
H2J6_1001.21     H2J6       1001.2081  3.05e-02  1.159e+09  2.016
H2J4_999.27      H2J4        999.2715  1.66e-02  1.070e+09  2.016
H2J6_998.43      H2J6        998.4283  1.79e-02  1.030e+09  2.016
H2J6_998.33      H2J6        998.3339  3.67e-02  1.159e+09  2.016
H2J7_998.11      H2J7        998.1118  7.13e-03  9.870e+08  2.016
H2J3_997.83      H2J3        997.8272  8.76e-03  1.070e+09  2.016
H2J5_997.64      H2J5        997.6414  1.52e-02  1.159e+09  2.016
H2J5_996.12      H2J5        996.1247  1.27e-02  1.030e+09  2.016
H2J3_995.97      H2J3        995.9728  1.67e-02  1.070e+09  2.016
H2J5_994.92      H2J5        994.9244  3.66e-02  1.159e+09  2.016
H2J2_994.87      H2J2        994.8741  8.66e-03  1.070e+09  2.016
H2J7_994.45      H2J7        994.4541  2.28e-02  1.159e+09  2.016
H2J6_994.26      H2J6        994.2605  1.15e-02  1.159e+09  2.016
H2J4_994.23      H2J4        994.2299  1.70e-02  1.159e+09  2.016
H2J2_993.55      H2J2        993.5506  1.70e-02  1.070e+09  2.016
H2J5_993.49      H2J5        993.4919  2.02e-02  1.030e+09  2.016
H2J1_992.81      H2J1        992.8097  7.70e-03  1.070e+09  2.016
H2J4_992.05      H2J4        992.0508  3.66e-02  1.159e+09  2.016
H2J1_992.02      H2J1        992.0164  1.83e-02  1.070e+09  2.016
H2J6_991.92      H2J6        991.9157  6.83e-03  9.870e+08  2.016
H2J4_991.53      H2J4        991.5339  9.92e-03  1.030e+09  2.016
H2J3_991.38      H2J3        991.3805  1.60e-02  1.159e+09  2.016
H2J0_991.38      H2J0        991.3789  2.61e-02  1.070e+09  2.016
H2J5_991.37      H2J5        991.3708  9.45e-03  1.159e+09  2.016
H2J7_991.16      H2J7        991.1635  3.53e-02  1.139e+09  2.016
H2J3_989.73      H2J3        989.7293  3.65e-02  1.159e+09  2.016
H2J4_989.56      H2J4        989.5573  3.11e-02  1.030e+09  2.016
H2J7_989.32      H2J7        989.3199  5.96e-03  9.120e+08  2.016
H2J2_989.09      H2J2        989.0884  1.29e-02  1.159e+09  2.016
H2J4_988.87      H2J4        988.8709  7.41e-04  1.159e+09  2.016
H2J7_988.84      H2J7        988.8383  3.58e-03  9.480e+08  2.016
H2J6_988.81      H2J6        988.8135  1.22e-02  9.870e+08  2.016
H2J2_987.97      H2J2        987.9745  3.65e-02  1.159e+09  2.016
H2J3_987.77      H2J3        987.7688  8.93e-03  1.030e+09  2.016
H2J3_987.45      H2J3        987.4486  2.08e-02  1.159e+09  2.016
H2J1_986.80      H2J1        986.7980  3.65e-02  1.159e+09  2.016
H2J5_986.52      H2J5        986.5207  6.71e-03  9.870e+08  2.016
H2J2_986.24      H2J2        986.2441  1.95e-02  1.159e+09  2.016
H2J3_985.96      H2J3        985.9628  8.28e-03  1.030e+09  2.016
H2J1_985.64      H2J1        985.6443  2.07e-02  1.159e+09  2.016
H2J0_985.63      H2J0        985.6337  2.41e-02  1.159e+09  2.016
H2J2_984.86      H2J2        984.8640  8.17e-03  1.030e+09  2.016
H2J5_983.90      H2J5        983.8990  1.26e-02  9.870e+08  2.016
H2J2_983.59      H2J2        983.5911  1.16e-02  1.030e+09  2.016
H2J1_982.84      H2J1        982.8353  6.81e-03  1.030e+09  2.016
H2J6_982.73      H2J6        982.7268  2.57e-03  9.480e+08  2.016
