#
# line_tag	ion   wavelength  f	    gamma      mass

H2_970.8       H2      970.8406  0.01590000  9.720e+08   2.016
FeIIIm_970.9   FeIIIm  970.9007  0.00023941  1.104e+09  55.845
H2_971         H2      971.0793  0.01410000  1.130e+09   2.016
H2_971.3       H2      971.3924  0.03510000  1.130e+09   2.016
FeIIIe_971     FeIIIe  971.4169  0.00026343  9.072e+08  55.845
FeIIIx_971     FeIIIx  971.9258  0.01121677  1.590e+09  55.845
H2_971.9       H2      971.9908  0.01990000  1.020e+09   2.016
DI_972         DI      972.2722  0.02901000  6.824e+07   1.008
HI_972         HI      972.5367  0.02901000  6.819e+07   1.008
H2_972         H2      972.6370  0.01390000  1.020e+09   2.016
H2_972.7       H2      972.7002  0.01350000  1.000e+09   2.016
FeIIIi_973     FeIIIi  973.0673  0.00057257  1.480e+09  55.845
ClIV_973       ClIV    973.1877  0.04440000  1.863e+08  35.453
FeIIIw_973     FeIIIw  973.2459  0.00305465  1.464e+09  55.845
H2_973         H2      973.3496  0.00587000  1.030e+09   2.016
H2_973.4       H2      973.4520  0.00691000  1.110e+09   2.016
OI_974         OI      974.0750  0.00001560  1.100e+05  15.999
H2_974         H2      974.1617  0.01310000  1.020e+09   2.016
H2_974.2       H2      974.2917  0.03520000  1.130e+09   2.016
H2_974.8       H2      974.8892  0.01410000  9.640e+08   2.016
H2_975         H2      975.3507  0.00662000  1.020e+09   2.016
OI_976         OI      976.4481  0.00331000  3.860e+07  15.999
H2_976         H2      976.5562  0.01280000  1.020e+09   2.016
H2_976.5       H2      976.5566  0.02170000  1.110e+09   2.016
CIII_977       CIII    977.0200  0.76200000  1.775e+09  12.011
FeIIIh_977     FeIIIh  977.0594  0.00019704  1.152e+09  55.845
FeIIIj_977     FeIIIj  977.0879  0.00139127  1.364e+09  55.845
H2_977         H2      977.4650  0.00039000  9.940e+08   2.016
FeIIIk_977     FeIIIk  977.6239  0.00018389  1.060e+09  55.845
H2_978         H2      978.2228  0.00673000  1.020e+09   2.016
FeIIIi_978     FeIIIi  978.3700  0.00067450  1.011e+09  55.845
FeIIIr_978     FeIIIr  978.3847  0.00040559  1.639e+09  55.845
FeIIIi_978.9   FeIIIi  978.9025  0.00050714  1.032e+09  55.845
H2_979         H2      979.8081  0.01270000  1.010e+09   2.016
FeIIIl_980     FeIIIl  980.4175  0.00229549  1.206e+09  55.845
FeIIIu_981     FeIIIu  981.0868  0.00662375  6.339e+08  55.845
FeIIIr_981     FeIIIr  981.2861  0.00027718  1.693e+09  55.845
FeIIIf_981     FeIIIf  981.3682  0.06756394  1.511e+09  55.845
H2_981         H2      981.4417  0.02060000  1.070e+09   2.016
FeIIIh_981     FeIIIh  981.6913  0.00086419  9.072e+08  55.845
FeIIIm_981     FeIIIm  981.9321  0.00048571  1.206e+09  55.845
H2_981.9       H2      981.9530  0.00671000  1.020e+09   2.016
H2_982         H2      982.0771  0.01360000  1.070e+09   2.016
FeIIIx_982     FeIIIx  982.7265  0.00016680  1.464e+09  55.845
H2_982.8       H2      982.8385  0.00679000  1.070e+09   2.016
FeIIIj_983     FeIIIj  983.1523  0.00101297  9.192e+08  55.845
FeIIIm_983     FeIIIm  983.3234  0.00279207  1.364e+09  55.845
FeIIIv_983     FeIIIv  983.4893  0.00350939  1.639e+09  55.845
NiIId_983      NiIId   983.5924  0.00040033  2.655e+06  58.693
H2_983         H2      983.5939  0.01150000  1.070e+09   2.016
FeIIIw_983     FeIIIw  983.7411  0.04918559  1.672e+09  55.845
FeIIIg_983     FeIIIg  983.7748  0.00097943  1.511e+09  55.845
FeIIIg_983.8   FeIIIg  983.8551  0.06494952  1.490e+09  55.845
H2_983.9       H2      983.9017  0.01250000  1.010e+09   2.016
FeIIIr_983     FeIIIr  983.9035  0.02478513  6.792e+08  55.845
ZnII_984       ZnII    984.1420  0.00225000  7.762e+06  65.392
H2_984         H2      984.8673  0.00815000  1.070e+09   2.016
FeIIIh_985     FeIIIh  985.5322  0.00050546  1.511e+09  55.845
FeIIIh_985.6   FeIIIh  985.6128  0.00114912  1.490e+09  55.845
H2_985         H2      985.6373  0.06900000  1.160e+09   2.016
H2_985.6       H2      985.6477  0.03310000  1.160e+09   2.016
FeIIIh_985.8   FeIIIh  985.8217  0.06300914  1.478e+09  55.845
H2_985.9       H2      985.9664  0.00824000  1.070e+09   2.016
H2_986         H2      986.2470  0.02630000  1.160e+09   2.016
FeIIIt_986     FeIIIt  986.3921  0.00333077  5.445e+08  55.845
FeIIIk_986     FeIIIk  986.5063  0.00560607  1.152e+09  55.845
ZnII_986       ZnII    986.5250  0.00070900  4.863e+06  65.392
H2_986.5       H2      986.5251  0.00673000  1.020e+09   2.016
FeIIIs_986     FeIIIs  986.5434  0.00849826  6.674e+08  55.845
FeIIIr_986     FeIIIr  986.6313  0.00960761  9.176e+08  55.845
H2_986.8       H2      986.8018  0.03650000  1.160e+09   2.016
H2_987         H2      987.4500  0.02580000  1.150e+09   2.016
H2_987.7       H2      987.7722  0.00891000  1.070e+09   2.016
H2_987.9       H2      987.9784  0.03650000  1.160e+09   2.016
FeIIIl_988     FeIIIl  988.1505  0.00671320  1.011e+09  55.845
OI_988         OI      988.5778  0.00055300  6.290e+06  15.999
OI_988.6       OI      988.6549  0.00830000  5.660e+07  15.999
OI_988.7       OI      988.7734  0.04650000  2.260e+08  15.999
FeIIIl_988.8   FeIIIl  988.8257  0.00085464  1.152e+09  55.845
H2_988         H2      988.8793  0.00091100  1.120e+09   2.016
H2_989         H2      989.0924  0.00808000  1.160e+09   2.016
FeIIIm_989     FeIIIm  989.4658  0.01232984  9.192e+08  55.845
H2_989.5       H2      989.5542  0.03110000  1.090e+09   2.016
FeIIIm_989.6   FeIIIm  989.6890  0.00128641  1.011e+09  55.845
H2_989.7       H2      989.7335  0.03650000  1.160e+09   2.016
NIII_989       NIII    989.7990  0.10660000  4.352e+08  14.007
SiII_989       SiII    989.8731  0.13300000  6.673e+08  28.085
FeIIIx_990     FeIIIx  990.1617  0.00117504  1.233e+09  55.845
FeIIIx_990.1   FeIIIx  990.1911  0.00120098  1.385e+09  55.845
FeIIIm_990     FeIIIm  990.2339  0.01843528  1.032e+09  55.845
FeIIIl_990     FeIIIl  990.7969  0.02312812  1.004e+09  55.845
FeIIIn_991     FeIIIn  991.2252  0.04411152  9.582e+08  55.845
FeIIIk_991     FeIIIk  991.2283  0.02337274  9.072e+08  55.845
H2_991         H2      991.3758  0.01100000  1.150e+09   2.016
H2_991.3       H2      991.3812  0.02600000  1.120e+09   2.016
H2_991.38      H2      991.3844  0.01190000  1.160e+09   2.016
H2_991.5       H2      991.5374  0.00990000  1.070e+09   2.016
FeIIIv_991     FeIIIv  991.8225  0.04452373  9.176e+08  55.845
H2_992         H2      992.0183  0.01820000  1.120e+09   2.016
H2_992.0       H2      992.0557  0.03660000  1.150e+09   2.016
FeIIIm_992     FeIIIm  992.3437  0.00351381  1.004e+09  55.845
NiIIb_992      NiIIb   992.5149  0.00082116  6.065e+06  58.693
FeIIIx_992     FeIIIx  992.7617  0.00031769  1.628e+09  55.845
H2_992.8       H2      992.8124  0.00769000  1.120e+09   2.016
FeIIIt_992     FeIIIt  992.8558  0.00901527  5.826e+08  55.845
FeIIIo_993     FeIIIo  993.0787  0.04117015  9.432e+08  55.845
FeIIIr_993     FeIIIr  993.2520  0.00017237  8.100e+08  55.845
FeIIIx_993     FeIIIx  993.4284  0.00243249  1.672e+09  55.845
H2_993         H2      993.4917  0.02010000  1.050e+09   2.016
H2_993.5       H2      993.5521  0.01700000  1.120e+09   2.016
FeIIIl_993     FeIIIl  993.5700  0.00150964  9.072e+08  55.845
H2_994         H2      994.2336  0.01370000  1.160e+09   2.016
FeIIIe_994     FeIIIe  994.2541  0.01600645  9.114e+08  55.845
FeIIIp_994     FeIIIp  994.7200  0.04037153  9.161e+08  55.845
NiIIc_994      NiIIc   994.8669  0.00027897  2.218e+06  58.693
H2_994.8       H2      994.8767  0.00865000  1.120e+09   2.016
H2_994.9       H2      994.9303  0.03660000  1.150e+09   2.016
FeIIIo_994     FeIIIo  994.9996  0.00231551  9.582e+08  55.845
FeIIIp_995     FeIIIp  995.0655  0.00336981  9.432e+08  55.845
FeIIIm_995     FeIIIm  995.1255  0.00011681  9.072e+08  55.845
FeIIIk_995     FeIIIk  995.1444  0.02722013  1.511e+09  55.845
FeIIIk_995.2   FeIIIk  995.2266  0.00396490  1.490e+09  55.845
FeIIIk_995.4   FeIIIk  995.4396  0.00067827  1.478e+09  55.845
NiIId_995      NiIId   995.4439  0.00075321  7.054e+06  58.693
NiIIe_995      NiIIe   995.4543  0.00086317  7.187e+06  58.693
FeIIIw_995     FeIIIw  995.9647  0.00160170  1.639e+09  55.845
H2_995         H2      995.9739  0.01660000  1.110e+09   2.016
FeIIIr_996     FeIIIr  996.0042  0.00014590  8.414e+08  55.845
FeIIIx_996     FeIIIx  996.0476  0.00059140  8.707e+08  55.845
H2_996         H2      996.1293  0.01270000  1.070e+09   2.016
FeIIIe_997     FeIIIe  997.0765  0.04724901  9.377e+08  55.845
FeIIIl_997     FeIIIl  997.5872  0.02781575  1.490e+09  55.845
H2_997         H2      997.6437  0.01290000  1.150e+09   2.016
FeIIIl_997.8   FeIIIl  997.8012  0.00371675  1.478e+09  55.845
H2_997.8       H2      997.8296  0.00877000  1.120e+09   2.016
PIII_998       PIII    998.0000  0.11170000  2.220e+09  30.974
H2_998         H2      998.4278  0.01770000  1.050e+09   2.016
FeIIIi_998     FeIIIi  998.6207  0.00014029  7.961e+08  55.845
GeII_999       GeII    999.1011  0.25600000  8.540e+08  72.612
H2_999         H2      999.2716  0.01650000  1.110e+09   2.016
FeIIIm_999     FeIIIm  999.3700  0.03249293  1.478e+09  55.845
NiIIe_1000     NiIIe   1000.9061  0.00016987  7.054e+06  58.693
FeIIIx_1000    FeIIIx  1000.9779  0.00043954  1.438e+09  55.845
FeIIIr_1000    FeIIIr  1000.9942  0.00114020  8.690e+08  55.845
H2_1001        H2      1001.6580  0.00871000  1.120e+09   2.016
H2_1001.8      H2      1001.8270  0.02670000  1.180e+09   2.016
H2_1001.9      H2      1001.9100  0.00025200  1.090e+09   2.016
FeIIIp_1002    FeIIIp  1002.3887  0.00041534  9.884e+08  55.845
H2_1002        H2      1002.4550  0.01820000  1.180e+09   2.016
FeIIIw_1002    FeIIIw  1002.6333  0.00043361  1.434e+09  55.845
FeIIIr_1003    FeIIIr  1003.1622  0.00085303  6.720e+08  55.845
H2_1003        H2      1003.3000  0.00846000  1.180e+09   2.016
H2_1003.4      H2      1003.4300  0.01640000  1.100e+09   2.016
H2_1003.9      H2      1003.9880  0.01660000  1.170e+09   2.016
H2_1004        H2      1004.1940  0.01700000  1.040e+09   2.016
FeIIIk_1004    FeIIIk  1004.5493  0.00024594  7.772e+08  55.845
FeIIIi_1005    FeIIIi  1005.1067  0.01842776  8.393e+08  55.845
FeIIIj_1005    FeIIIj  1005.1328  0.00027037  8.135e+08  55.845
FeIIIe_1005    FeIIIe  1005.3938  0.00151851  1.688e+09  55.845
H2_1005        H2      1005.3970  0.00991000  1.180e+09   2.016
FeIIIv_1006    FeIIIv  1006.3380  0.00643938  8.690e+08  55.845
H2_1006        H2      1006.3450  0.00866000  1.110e+09   2.016
H2_1006.4      H2      1006.4170  0.01570000  1.170e+09   2.016
FeIIIe_1006    FeIIIe  1006.8738  0.00313108  1.694e+09  55.845
FeIIIl_1006    FeIIIl  1006.9544  0.00010413  7.772e+08  55.845
FeIIIi_1007    FeIIIi  1007.1070  0.01406596  9.114e+08  55.845
H2_1007        H2      1007.9860  0.00381000  1.050e+09   2.016
H2_1008        H2      1008.3900  0.01040000  1.180e+09   2.016
H2_1008.4      H2      1008.4300  0.01630000  1.100e+09   2.016
H2_1008.5      H2      1008.5040  0.02060000  1.180e+09   2.016
H2_1008.55     H2      1008.5580  0.04400000  1.180e+09   2.016
CrIIf_1008     CrIIf   1008.7443  0.00093061  8.440e+08  51.996
FeIIIl_1008    FeIIIl  1008.8124  0.00022669  7.961e+08  55.845
H2_1009        H2      1009.0300  0.01570000  1.180e+09   2.016
CrIIf_1009     CrIIf   1009.1393  0.00108097  8.541e+08  51.996
AsII_1009      AsII    1009.4280  1.85000000  4.050e+09  74.922
H2_1009.7      H2      1009.7210  0.01410000  1.160e+09   2.016
H2_1009.77     H2      1009.7770  0.02380000  1.180e+09   2.016
FeIIIi_1010    FeIIIi  1010.0029  0.01776656  9.377e+08  55.845
H2_1010        H2      1010.1350  0.01390000  1.180e+09   2.016
FeIIIm_1010    FeIIIm  1010.4160  0.00011036  7.961e+08  55.845
H2_1010.9      H2      1010.9450  0.02380000  1.180e+09   2.016
FeIIIm_1011    FeIIIm  1011.7327  0.00020257  8.135e+08  55.845
H2_1011        H2      1011.8180  0.01410000  1.170e+09   2.016
H2_1011.8      H2      1011.8720  0.00869000  1.110e+09   2.016
FeIIIo_1012    FeIIIo  1012.0479  0.00062226  1.060e+09  55.845
H2_1012        H2      1012.1760  0.00548000  1.180e+09   2.016
H2_1012.2      H2      1012.2660  0.01080000  1.170e+09   2.016
FeIIIj_1012    FeIIIj  1012.4087  0.04388806  9.114e+08  55.845
H2_1012.6      H2      1012.6860  0.02380000  1.180e+09   2.016
FeIIIx_1012    FeIIIx  1012.7012  0.00051663  8.302e+08  55.845
H2_1012.8      H2      1012.8170  0.02970000  1.240e+09   2.016
H2_1013        H2      1013.4410  0.02040000  1.230e+09   2.016
H2_1013.7      H2      1013.7140  0.00115000  1.170e+09   2.016
ClVI_1013      ClVI    1013.8700  0.00017600  3.810e+05  35.453
H2_1014        H2      1014.2410  0.02610000  1.160e+09   2.016
H2_1014.2      H2      1014.2510  0.01600000  1.090e+09   2.016
H2_1014.3      H2      1014.3320  0.00898000  1.240e+09   2.016
H2_1014.5      H2      1014.5110  0.00822000  1.180e+09   2.016
FeIIIp_1014    FeIIIp  1014.6639  0.00020066  1.206e+09  55.845
H2_1014.9      H2      1014.9800  0.01890000  1.230e+09   2.016
H2_1014.98     H2      1014.9890  0.02380000  1.180e+09   2.016
FeIIIf_1015    FeIIIf  1015.1650  0.00087202  7.540e+08  55.845
FeIIIx_1015    FeIIIx  1015.6181  0.00015619  1.358e+09  55.845
FeIIIg_1016    FeIIIg  1016.4060  0.00106068  7.554e+08  55.845
FeIIIn_1016    FeIIIn  1016.4074  0.00078823  1.543e+09  55.845
H2_1016        H2      1016.4660  0.01020000  1.240e+09   2.016
H2_1017        H2      1017.0080  0.01130000  1.170e+09   2.016
FeIIIf_1017    FeIIIf  1017.2531  0.02901190  7.499e+08  55.845
H2_1017.3      H2      1017.3920  0.00987000  1.180e+09   2.016
H2_1017.4      H2      1017.4270  0.01830000  1.220e+09   2.016
FeIIIg_1017    FeIIIg  1017.7404  0.02841853  7.540e+08  55.845
H2_1017.8      H2      1017.8390  0.02380000  1.170e+09   2.016
H2_1018        H2      1018.2180  0.00881000  1.100e+09   2.016
FeIIIh_1018    FeIIIh  1018.2820  0.02891516  7.554e+08  55.845
FeIIIs_1018    FeIIIs  1018.3131  0.00808430  1.160e+09  55.845
FeIIIt_1018    FeIIIt  1018.4133  0.00082155  1.160e+09  55.845
FeIIIi_1018    FeIIIi  1018.5382  0.00034996  1.688e+09  55.845
H2_1019        H2      1019.0190  0.02040000  1.150e+09   2.016
H2_1019.5      H2      1019.5070  0.01050000  1.230e+09   2.016
FeIIIh_1019    FeIIIh  1019.6214  0.00039244  7.540e+08  55.845
FeIIIu_1019    FeIIIu  1019.7840  0.03541539  1.160e+09  55.845
FeIIIg_1019    FeIIIg  1019.8391  0.00028196  7.499e+08  55.845
FeIIIg_1019.8  FeIIIg  1019.8891  0.00052186  9.055e+08  55.845
FeIIIi_1020    FeIIIi  1020.0572  0.00120120  1.694e+09  55.845
SiII_1020      SiII    1020.6989  0.01680000  1.080e+08  28.085
H2_1020        H2      1020.7700  0.01810000  1.220e+09   2.016
H2_1020.8      H2      1020.8050  0.01080000  1.180e+09   2.016
FeIIIs_1021    FeIIIs  1021.5567  0.02562804  1.195e+09  55.845
FeIIIo_1021    FeIIIo  1021.5699  0.00018741  1.152e+09  55.845
FeIIIt_1021    FeIIIt  1021.6575  0.01337991  1.195e+09  55.845
FeIIIh_1021    FeIIIh  1021.7780  0.00024575  9.055e+08  55.845
FeIIIm_1022    FeIIIm  1022.0702  0.00013955  9.377e+08  55.845
H2_1022        H2      1022.5890  0.01260000  1.160e+09   2.016
FeIIIh_1022    FeIIIh  1022.8618  0.00071859  9.084e+08  55.845
H2_1023        H2      1023.4410  0.01050000  1.230e+09   2.016
CrIIc_1023     CrIIc   1023.9162  0.00013036  1.366e+07  51.996
CrIId_1023     CrIId   1023.9413  0.00016171  1.362e+07  51.996
CrIIb_1023     CrIIb   1023.9418  0.00010870  1.360e+07  51.996
FeIIIj_1023    FeIIIj  1023.9613  0.00166000  1.688e+09  55.845
CrIIe_1023     CrIIe   1023.9858  0.00020374  1.358e+07  51.996
FeIIIt_1024    FeIIIt  1024.1037  0.01855438  1.192e+09  55.845
H2_1024        H2      1024.3790  0.02870000  1.300e+09   2.016
CrIIa_1024     CrIIa   1024.5570  0.00012417  1.457e+07  51.996
H2_1024.8      H2      1024.8781  0.01900000  1.140e+09   2.016
FeIIIe_1024    FeIIIe  1024.8967  0.00012126  1.190e+09  55.845
H2_1024.9      H2      1024.9930  0.01790000  1.210e+09   2.016
H2_1024.99     H2      1024.9930  0.01950000  1.300e+09   2.016
DI_1025        DI      1025.4432  0.07916000  1.674e+08   1.008
FeIIIe_1025    FeIIIe  1025.7051  0.00116880  6.678e+08  55.845
HI_1025        HI      1025.7222  0.07914000  1.673e+08   1.008
FeIIIi_1025    FeIIIi  1025.8954  0.00014806  8.847e+08  55.845
H2_1025        H2      1025.9410  0.00911000  1.300e+09   2.016
H2_1026        H2      1026.5330  0.01790000  1.290e+09   2.016
FeIIIo_1026    FeIIIo  1026.6345  0.00017821  9.072e+08  55.845
FeIIIn_1026    FeIIIn  1026.7852  0.02465814  1.511e+09  55.845
OIa_1027       OIa     1027.4305  0.01460000  1.020e+08  15.999
OIa_1027.4     OIa     1027.4313  0.00485000  1.020e+08  15.999
H2_1028        H2      1028.1121  0.01070000  1.300e+09   2.016
OIb_1028       OIb     1028.1571  0.01940000  1.020e+08  15.999
H2_1028.2      H2      1028.2531  0.01050000  1.220e+09   2.016
FeIIIk_1028    FeIIIk  1028.5470  0.00020619  7.554e+08  55.845
H2_1028.8      H2      1028.8090  0.02320000  1.170e+09   2.016
H2_1028.9      H2      1028.9910  0.01730000  1.290e+09   2.016
#CO_1029        CO      1029.2130  0.00002135  0.000e+00  28.010
#CO_1029.2      CO      1029.2530  0.00004270  0.000e+00  28.010
FeIIIk_1029    FeIIIk  1029.9135  0.00057145  7.540e+08  55.845
H2_1030        H2      1030.0780  0.01790000  1.210e+09   2.016
CrIII_1030     CrIII   1030.1000  0.06250000  1.310e+08  51.996
FeIIIo_1030    FeIIIo  1030.8359  0.00362175  1.511e+09  55.845
FeIIIo_1030.9  FeIIIo  1030.9241  0.02007708  1.490e+09  55.845
FeIIIl_1031    FeIIIl  1031.0686  0.00034223  7.554e+08  55.845
FeIIIo_1031    FeIIIo  1031.1527  0.00013515  1.478e+09  55.845
H2_1031        H2      1031.1980  0.01110000  1.300e+09   2.016
NiIId_1031     NiIId   1031.2835  0.00036355  2.885e+07  58.693
OVI_1031       OVI     1031.9261  0.13250000  4.149e+08  15.999
FeIIIk_1032    FeIIIk  1032.1139  0.03226139  9.055e+08  55.845
H2_1032        H2      1032.3550  0.01710000  1.280e+09   2.016
FeIIIp_1033    FeIIIp  1033.0653  0.00366182  1.490e+09  55.845
FeIIIk_1033    FeIIIk  1033.2198  0.00342334  9.084e+08  55.845
FeIIIp_1033.2  FeIIIp  1033.2948  0.01904899  1.478e+09  55.845
CrIII_1033     CrIII   1033.3311  0.06400000  1.332e+08  51.996
FeIIIl_1033    FeIIIl  1033.6605  0.00054464  1.714e+09  55.845
H2_1033        H2      1033.9220  0.01050000  1.220e+09   2.016
FeIIIn_1034    FeIIIn  1034.3021  0.00027820  7.646e+08  55.845
FeIIIl_1034    FeIIIl  1034.6530  0.00297148  9.055e+08  55.845
H2_1035        H2      1035.1880  0.01130000  1.290e+09   2.016
FeIIIl_1035    FeIIIl  1035.7643  0.02750391  9.084e+08  55.845
NiIIc_1035     NiIIc   1035.9350  0.00054423  3.119e+07  58.693
H2_1036        H2      1036.0050  0.01780000  1.190e+09   2.016
NiIIc_1036     NiIIc   1036.1833  0.00154855  3.127e+07  58.693
NiIId_1036     NiIId   1036.2171  0.00198974  3.782e+07  58.693
CII_1036       CII     1036.3367  0.11800000  2.200e+09  12.011
H2_1036.5      H2      1036.5510  0.02690000  1.370e+09   2.016
H2_1036.6      H2      1036.6100  0.01690000  1.270e+09   2.016
FeIIIl_1036    FeIIIl  1036.6544  0.00443075  8.847e+08  55.845
CrIIf_1036     CrIIf   1036.9308  0.00241484  7.142e+08  51.996
CIIa_1037      CIIa    1037.0182  0.11800000  2.200e+09  12.011
NiIIe_1037     NiIIe   1037.1473  0.00016788  2.885e+07  58.693
H2_1037        H2      1037.1550  0.01810000  1.370e+09   2.016
CrIIf_1037     CrIIf   1037.1782  0.01132193  5.909e+08  51.996
FeIIIm_1037    FeIIIm  1037.4548  0.00377276  9.084e+08  55.845
OVI_1037       OVI     1037.6167  0.06580000  4.076e+08  15.999
H2_1038        H2      1038.1620  0.00868000  1.370e+09   2.016
FeIIIm_1038    FeIIIm  1038.3478  0.03071255  8.847e+08  55.845
FeIIIx_1038    FeIIIx  1038.6728  0.00012024  6.674e+08  55.845
H2_1038.6      H2      1038.6949  0.01650000  1.360e+09   2.016
FeIIIf_1038    FeIIIf  1038.7932  0.00026421  1.530e+09  55.845
NiIIc_1038     NiIIc   1038.8655  0.00440922  3.954e+07  58.693
OI_1039        OI      1039.2304  0.00907000  1.870e+08  15.999
FeIIIi_1039    FeIIIi  1039.3895  0.00052370  6.678e+08  55.845
#CO_1039        CO      1039.6690  0.00000697  0.000e+00  28.010
